"query","column","value"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","3649.38"
"08_card_by_year","[Txn]","284"
"08_card_by_year","[Decline]","0.00352112676056338"
"08_card_by_year","Card[Card]","5909"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","42314.38"
"08_card_by_year","[Txn]","1092"
"08_card_by_year","[Decline]","0.0100732600732601"
"08_card_by_year","Card[Card]","114"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","17614.69"
"08_card_by_year","[Txn]","303"
"08_card_by_year","[Decline]","0.033003300330033"
"08_card_by_year","Card[Card]","3245"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","25984.74"
"08_card_by_year","[Txn]","687"
"08_card_by_year","[Decline]","0.00727802037845706"
"08_card_by_year","Card[Card]","1116"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","6397.98"
"08_card_by_year","[Txn]","296"
"08_card_by_year","[Decline]","0.0304054054054054"
"08_card_by_year","Card[Card]","1146"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","11540.56"
"08_card_by_year","[Txn]","243"
"08_card_by_year","[Decline]","0.037037037037037"
"08_card_by_year","Card[Card]","58"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","10673.26"
"08_card_by_year","[Txn]","364"
"08_card_by_year","[Decline]","0.0274725274725275"
"08_card_by_year","Card[Card]","3060"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","8917.45"
"08_card_by_year","[Txn]","87"
"08_card_by_year","[Decline]","0.0114942528735632"
"08_card_by_year","Card[Card]","4506"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","10310.13"
"08_card_by_year","[Txn]","372"
"08_card_by_year","[Decline]","0.032258064516129"
"08_card_by_year","Card[Card]","4284"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","42047.25"
"08_card_by_year","[Txn]","752"
"08_card_by_year","[Decline]","0.0226063829787234"
"08_card_by_year","Card[Card]","3921"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","19329.52"
"08_card_by_year","[Txn]","446"
"08_card_by_year","[Decline]","0.0246636771300448"
"08_card_by_year","Card[Card]","3500"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","47134.26"
"08_card_by_year","[Txn]","318"
"08_card_by_year","[Decline]","0.00628930817610063"
"08_card_by_year","Card[Card]","4579"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","33360.29"
"08_card_by_year","[Txn]","827"
"08_card_by_year","[Decline]","0.0133010882708585"
"08_card_by_year","Card[Card]","5837"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","21956.45"
"08_card_by_year","[Txn]","382"
"08_card_by_year","[Decline]","0.0130890052356021"
"08_card_by_year","Card[Card]","1062"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","13539.24"
"08_card_by_year","[Txn]","191"
"08_card_by_year","[Decline]","0.0104712041884817"
"08_card_by_year","Card[Card]","3841"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","40491.19"
"08_card_by_year","[Txn]","706"
"08_card_by_year","[Decline]","0.0240793201133144"
"08_card_by_year","Card[Card]","3483"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","6818.13"
"08_card_by_year","[Txn]","171"
"08_card_by_year","[Decline]","0.0233918128654971"
"08_card_by_year","Card[Card]","2248"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","30767.66"
"08_card_by_year","[Txn]","532"
"08_card_by_year","[Decline]","0.0244360902255639"
"08_card_by_year","Card[Card]","5398"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","8584"
"08_card_by_year","[Txn]","228"
"08_card_by_year","[Decline]","0.0175438596491228"
"08_card_by_year","Card[Card]","3464"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","22232.84"
"08_card_by_year","[Txn]","279"
"08_card_by_year","[Decline]","0.014336917562724"
"08_card_by_year","Card[Card]","3723"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","21972.07"
"08_card_by_year","[Txn]","419"
"08_card_by_year","[Decline]","0.0143198090692124"
"08_card_by_year","Card[Card]","4774"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","4026.41"
"08_card_by_year","[Txn]","116"
"08_card_by_year","[Decline]","0.0172413793103448"
"08_card_by_year","Card[Card]","966"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","12218.96"
"08_card_by_year","[Txn]","396"
"08_card_by_year","[Decline]","0.0176767676767677"
"08_card_by_year","Card[Card]","3489"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","37340.45"
"08_card_by_year","[Txn]","440"
"08_card_by_year","[Decline]","0.0113636363636364"
"08_card_by_year","Card[Card]","78"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","9090.49"
"08_card_by_year","[Txn]","217"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","1073"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","7981.1"
"08_card_by_year","[Txn]","216"
"08_card_by_year","[Decline]","0.00462962962962963"
"08_card_by_year","Card[Card]","2079"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","69885.67"
"08_card_by_year","[Txn]","1031"
"08_card_by_year","[Decline]","0.0155189136760427"
"08_card_by_year","Card[Card]","3758"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","6740.62"
"08_card_by_year","[Txn]","317"
"08_card_by_year","[Decline]","0.0378548895899054"
"08_card_by_year","Card[Card]","2959"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","15191.86"
"08_card_by_year","[Txn]","208"
"08_card_by_year","[Decline]","0.0384615384615385"
"08_card_by_year","Card[Card]","2189"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","38025.79"
"08_card_by_year","[Txn]","897"
"08_card_by_year","[Decline]","0.0167224080267559"
"08_card_by_year","Card[Card]","4687"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","49672.26"
"08_card_by_year","[Txn]","1131"
"08_card_by_year","[Decline]","0.00972590627763042"
"08_card_by_year","Card[Card]","3864"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","55758.53"
"08_card_by_year","[Txn]","766"
"08_card_by_year","[Decline]","0.00652741514360313"
"08_card_by_year","Card[Card]","67"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","26579.71"
"08_card_by_year","[Txn]","714"
"08_card_by_year","[Decline]","0.0224089635854342"
"08_card_by_year","Card[Card]","2898"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","20753.15"
"08_card_by_year","[Txn]","410"
"08_card_by_year","[Decline]","0.00975609756097561"
"08_card_by_year","Card[Card]","4202"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","16711.89"
"08_card_by_year","[Txn]","371"
"08_card_by_year","[Decline]","0.0107816711590297"
"08_card_by_year","Card[Card]","37"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","67353.81"
"08_card_by_year","[Txn]","460"
"08_card_by_year","[Decline]","0.00869565217391304"
"08_card_by_year","Card[Card]","217"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","19271.04"
"08_card_by_year","[Txn]","385"
"08_card_by_year","[Decline]","0.012987012987013"
"08_card_by_year","Card[Card]","3932"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","8099.82"
"08_card_by_year","[Txn]","193"
"08_card_by_year","[Decline]","0.0103626943005181"
"08_card_by_year","Card[Card]","3823"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","8231.06"
"08_card_by_year","[Txn]","372"
"08_card_by_year","[Decline]","0.00806451612903226"
"08_card_by_year","Card[Card]","2472"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","70414.14"
"08_card_by_year","[Txn]","1052"
"08_card_by_year","[Decline]","0.0114068441064639"
"08_card_by_year","Card[Card]","3858"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","6720.56"
"08_card_by_year","[Txn]","212"
"08_card_by_year","[Decline]","0.0235849056603774"
"08_card_by_year","Card[Card]","2586"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","22031.21"
"08_card_by_year","[Txn]","490"
"08_card_by_year","[Decline]","0.0163265306122449"
"08_card_by_year","Card[Card]","3399"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","28956.76"
"08_card_by_year","[Txn]","357"
"08_card_by_year","[Decline]","0.00840336134453781"
"08_card_by_year","Card[Card]","2907"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","21260.23"
"08_card_by_year","[Txn]","311"
"08_card_by_year","[Decline]","0.00643086816720257"
"08_card_by_year","Card[Card]","2240"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","28016.27"
"08_card_by_year","[Txn]","367"
"08_card_by_year","[Decline]","0.0163487738419619"
"08_card_by_year","Card[Card]","2653"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","17779.33"
"08_card_by_year","[Txn]","491"
"08_card_by_year","[Decline]","0.010183299389002"
"08_card_by_year","Card[Card]","4986"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","14629.37"
"08_card_by_year","[Txn]","239"
"08_card_by_year","[Decline]","0.0251046025104603"
"08_card_by_year","Card[Card]","2416"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","61151.39"
"08_card_by_year","[Txn]","459"
"08_card_by_year","[Decline]","0.0174291938997821"
"08_card_by_year","Card[Card]","5005"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","12158.85"
"08_card_by_year","[Txn]","219"
"08_card_by_year","[Decline]","0.0228310502283105"
"08_card_by_year","Card[Card]","2083"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","65048.73"
"08_card_by_year","[Txn]","474"
"08_card_by_year","[Decline]","0.0105485232067511"
"08_card_by_year","Card[Card]","4992"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","1207.88"
"08_card_by_year","[Txn]","45"
"08_card_by_year","[Decline]","0.0222222222222222"
"08_card_by_year","Card[Card]","5602"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","7762.99"
"08_card_by_year","[Txn]","51"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","2439"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","10446.34"
"08_card_by_year","[Txn]","221"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","4667"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","7674.19"
"08_card_by_year","[Txn]","148"
"08_card_by_year","[Decline]","0.0135135135135135"
"08_card_by_year","Card[Card]","4266"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","11619.92"
"08_card_by_year","[Txn]","229"
"08_card_by_year","[Decline]","0.0218340611353712"
"08_card_by_year","Card[Card]","5938"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","9817.8"
"08_card_by_year","[Txn]","212"
"08_card_by_year","[Decline]","0.0235849056603774"
"08_card_by_year","Card[Card]","5413"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","159682.08"
"08_card_by_year","[Txn]","2388"
"08_card_by_year","[Decline]","0.0163316582914573"
"08_card_by_year","Card[Card]","2429"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","54643.27"
"08_card_by_year","[Txn]","1569"
"08_card_by_year","[Decline]","0.0159337157425112"
"08_card_by_year","Card[Card]","2561"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","34713.14"
"08_card_by_year","[Txn]","692"
"08_card_by_year","[Decline]","0.0158959537572254"
"08_card_by_year","Card[Card]","2535"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","20629.97"
"08_card_by_year","[Txn]","472"
"08_card_by_year","[Decline]","0.0169491525423729"
"08_card_by_year","Card[Card]","5140"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","45244.42"
"08_card_by_year","[Txn]","666"
"08_card_by_year","[Decline]","0.024024024024024"
"08_card_by_year","Card[Card]","1046"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","38005.57"
"08_card_by_year","[Txn]","645"
"08_card_by_year","[Decline]","0.0248062015503876"
"08_card_by_year","Card[Card]","4679"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","3735.3"
"08_card_by_year","[Txn]","152"
"08_card_by_year","[Decline]","0.0197368421052632"
"08_card_by_year","Card[Card]","4334"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","1754.62"
"08_card_by_year","[Txn]","37"
"08_card_by_year","[Decline]","0.027027027027027"
"08_card_by_year","Card[Card]","4646"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","22985.45"
"08_card_by_year","[Txn]","366"
"08_card_by_year","[Decline]","0.0245901639344262"
"08_card_by_year","Card[Card]","4675"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","24918.02"
"08_card_by_year","[Txn]","419"
"08_card_by_year","[Decline]","0.035799522673031"
"08_card_by_year","Card[Card]","187"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","18684.54"
"08_card_by_year","[Txn]","583"
"08_card_by_year","[Decline]","0.0171526586620926"
"08_card_by_year","Card[Card]","3463"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","27522.05"
"08_card_by_year","[Txn]","530"
"08_card_by_year","[Decline]","0.0113207547169811"
"08_card_by_year","Card[Card]","2889"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","3172.33"
"08_card_by_year","[Txn]","154"
"08_card_by_year","[Decline]","0.0324675324675325"
"08_card_by_year","Card[Card]","3243"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","3157.94"
"08_card_by_year","[Txn]","169"
"08_card_by_year","[Decline]","0.0414201183431953"
"08_card_by_year","Card[Card]","3"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","35204.76"
"08_card_by_year","[Txn]","461"
"08_card_by_year","[Decline]","0.0238611713665944"
"08_card_by_year","Card[Card]","191"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","15074.11"
"08_card_by_year","[Txn]","195"
"08_card_by_year","[Decline]","0.0307692307692308"
"08_card_by_year","Card[Card]","1107"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","19335.44"
"08_card_by_year","[Txn]","309"
"08_card_by_year","[Decline]","0.00647249190938511"
"08_card_by_year","Card[Card]","4097"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","7349.71"
"08_card_by_year","[Txn]","304"
"08_card_by_year","[Decline]","0.0164473684210526"
"08_card_by_year","Card[Card]","80"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","798.2"
"08_card_by_year","[Txn]","108"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","3708"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","15225.92"
"08_card_by_year","[Txn]","651"
"08_card_by_year","[Decline]","0.0230414746543779"
"08_card_by_year","Card[Card]","4180"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","9971.45"
"08_card_by_year","[Txn]","364"
"08_card_by_year","[Decline]","0.0192307692307692"
"08_card_by_year","Card[Card]","190"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","12632"
"08_card_by_year","[Txn]","233"
"08_card_by_year","[Decline]","0.00858369098712446"
"08_card_by_year","Card[Card]","1196"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","10249.76"
"08_card_by_year","[Txn]","373"
"08_card_by_year","[Decline]","0.00804289544235925"
"08_card_by_year","Card[Card]","2128"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","6898.74"
"08_card_by_year","[Txn]","149"
"08_card_by_year","[Decline]",
"08_card_by_year","Card[Card]","5080"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","13598.99"
"08_card_by_year","[Txn]","415"
"08_card_by_year","[Decline]","0.0385542168674699"
"08_card_by_year","Card[Card]","5822"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","24312.74"
"08_card_by_year","[Txn]","1372"
"08_card_by_year","[Decline]","0.0116618075801749"
"08_card_by_year","Card[Card]","152"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","12754.42"
"08_card_by_year","[Txn]","429"
"08_card_by_year","[Decline]","0.0233100233100233"
"08_card_by_year","Card[Card]","2646"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","17020.52"
"08_card_by_year","[Txn]","301"
"08_card_by_year","[Decline]","0.00664451827242525"
"08_card_by_year","Card[Card]","3041"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","7781.33"
"08_card_by_year","[Txn]","272"
"08_card_by_year","[Decline]","0.0147058823529412"
"08_card_by_year","Card[Card]","2645"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","4923.4"
"08_card_by_year","[Txn]","117"
"08_card_by_year","[Decline]","0.00854700854700855"
"08_card_by_year","Card[Card]","4301"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","11857.94"
"08_card_by_year","[Txn]","240"
"08_card_by_year","[Decline]","0.0333333333333333"
"08_card_by_year","Card[Card]","4103"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","26014.85"
"08_card_by_year","[Txn]","412"
"08_card_by_year","[Decline]","0.0145631067961165"
"08_card_by_year","Card[Card]","4946"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","68509"
"08_card_by_year","[Txn]","653"
"08_card_by_year","[Decline]","0.00918836140888208"
"08_card_by_year","Card[Card]","2978"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","24468.63"
"08_card_by_year","[Txn]","362"
"08_card_by_year","[Decline]","0.0110497237569061"
"08_card_by_year","Card[Card]","1186"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","11744.35"
"08_card_by_year","[Txn]","237"
"08_card_by_year","[Decline]","0.0126582278481013"
"08_card_by_year","Card[Card]","5121"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","6657.48"
"08_card_by_year","[Txn]","348"
"08_card_by_year","[Decline]","0.0114942528735632"
"08_card_by_year","Card[Card]","2541"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","25015.1"
"08_card_by_year","[Txn]","404"
"08_card_by_year","[Decline]","0.0272277227722772"
"08_card_by_year","Card[Card]","204"
"08_card_by_year","Date[Year]","2010"
"08_card_by_year","[Spend]","28540.17"
"08_card_by_year","[Txn]","582"
"08_card_by_year","[Decline]","0.00859106529209622"
"08_card_by_year","Card[Card]","5774"
"08_card_by_year","Date[Year]","2010"
